Squad,Comp,Player,Nation,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,GA,GA90,SoTA,Saves,Save_percent,D,L,CS,CS_percent,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Save_percent_Penalty,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,PrgP,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Mins_Per_90_Playing,Gls,G+A,G_minus_PK,PK,PKatt,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,npxG_Per,npxG+xAG_Per,Url,Name,Birth,Position,Value
Hoffenheim,Bundesliga,Andrej Kramaric,CRO,1.169321039,75.10058676,26.5,0.188600168,0.075440067,0.075440067,0.037720034,0.075440067,0.037720034,0.414920369,9.1,0.377200335,0.528080469,0.075440067,0.452640402,0.226320201,0.414920369,0.490360436,0,3.357082984,3.35,2.678122381,0.113160101,0.113160101,0.264040235,0.188600168,0,0.452640402,0.45,0.339480302,0,0,0.075440067,0.037720034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113160101,0,0,0.339480302,1.357921207,0.339480302,1.772841576,0.075440067,0,0,0,4.48868399,0.301760268,0.603520536,33.3,29.79882649,37.64459346,79.2,452.3763621,96.48784577,16.93629505,19.31265717,87.7,8.826487846,11.12740989,79.3,2.451802179,3.583403185,68.4,0.150880134,0.082984074,0.105616094,0.06789606,1.28248114,3.130762783,0.867560771,0.113160101,3.772003353,37.64459346,35.34367142,2.036881811,0.113160101,0,0.452640402,1.772841576,0.678960604,0.226320201,0.037720034,0.037720034,0,29.79882649,0.264040235,0.943000838,46.92372171,0.565800503,4.790444258,24.02766136,18.59597653,3.998323554,46.69740151,2.187761945,1.056160939,48.3,0.829840738,37.9,31.11902766,158.5373009,63.14333613,1.848281643,1.28248114,0.603520536,2.300922045,1.244761106,35.64543168,7.204526404,0.452640402,2.150041911,0.792120704,36.8,2.15,0.79,0.14,0.38,0.678960604,0.150880134,0.150880134,0.226320201,0.497904443,0.320620285,0.15,-0.04526404,-0.018860017,26.5,0.452640402,0.603520536,0.301760268,0.150880134,0.226320201,0.082984074,0.403604359,1.848281643,3.772003353,7.204526404,0.45,0.15,0.6,0.3,0.45,0.5,0.08,0.58,0.32,0.4,https://fbref.com/en/players/603cb947/Andrej-Kramaric,Andrej Kramaric,6/19/1991,Centre-Forward,8000000
Torino,Serie A,Andrew Gravillon,GLP,6.923076923,576.3461538,3.5,0.865384615,0.865384615,0,0.865384615,0,0,0,0,0,1.153846154,0.576923077,0.576923077,2.596153846,3.461538462,4.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576923077,0,0,2.596153846,0.288461538,0,0.865384615,0.865384615,0,0,0,2.884615385,1.730769231,1.442307692,54.5,37.78846154,47.01923077,80.4,733.5576923,219.8076923,13.26923077,14.71153846,90.2,21.63461538,24.51923077,88.2,2.884615385,6.057692308,47.6,0,0,0,0,0,1.442307692,0,0,2.596153846,47.01923077,45,1.730769231,1.153846154,0,0.865384615,0.865384615,0.576923077,0,0,0,0,37.78846154,0.288461538,0.288461538,61.15384615,7.211538462,34.90384615,22.21153846,4.038461538,0,61.15384615,0.576923077,0.288461538,50,0.288461538,50,32.30769231,123.4615385,69.80769231,0.288461538,0.576923077,0,0.865384615,0.288461538,37.78846154,0,0,0.288461538,0,0,0.29,0,0,0,7.644230769,0,0,0,0,0,0.01,0,0,3.5,0,0,0,0,0,0,0,0.288461538,2.596153846,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/49136c42/Andrew-Gravillon,Andreaw Gravillon,2/8/1998,Centre-Back,4000000
Brighton,Premier League,Andrew Moran,IRL,135,15022.5,0.1,0,0,0,0,0,0,0,0,0,7.5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,15,50,97.5,0,7.5,7.5,100,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7.5,7.5,0,0,0,0,0,0,0,0,0,7.5,0,0,45,0,0,37.5,7.5,0,45,0,0,0,0,0,22.5,15,7.5,0,0,0,15,0,22.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c4720845/Andrew-Moran,Andy Moran,10/15/2003,Attacking Midfield,300000
Liverpool,Premier League,Andrew Robertson,SCO,0.975609756,69.47735192,28.7,1.324041812,0.731707317,0.418118467,0.557491289,0.348432056,0.731707317,1.428571429,51.2,0.696864111,1.114982578,0.174216028,0.940766551,0.6271777,1.951219512,1.742160279,0.104529617,3.31010453,3.31,2.055749129,0.940766551,0.034843206,0.139372822,0.034843206,0.104529617,0.452961672,0.45,0.31358885,0.139372822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104529617,0,0,0.766550523,0.348432056,0.243902439,6.794425087,0.731707317,0,0,0,6.06271777,0.766550523,0.836236934,47.8,62.82229965,78.91986063,79.6,1064.599303,331.9512195,29.79094077,32.85714286,90.7,27.38675958,32.68292683,83.8,4.773519164,9.965156794,47.9,0.278745645,0.212543554,0.226480836,0.066202091,1.81184669,4.216027875,1.149825784,0.487804878,5.783972125,78.91986063,65.6097561,13.06620209,2.264808362,0.069686411,0.418118467,6.794425087,7.979094077,2.822299652,0.801393728,1.707317073,0,62.82229965,0.243902439,1.428571429,86.51567944,2.75261324,24.07665505,37.77003484,25.33101045,2.055749129,86.51567944,1.463414634,0.592334495,40.5,0.801393728,54.8,48.25783972,233.5191638,137.0731707,2.787456446,2.090592334,0.348432056,1.080139373,0.243902439,57.03832753,6.759581882,0,0.452961672,0.069686411,15.4,0.45,0.07,0,0,0.505226481,0,0,0,0.045296167,0.045296167,0.11,-0.045296167,-0.045296167,28.7,0,0.278745645,0,0,0,0.212543554,0.257839721,2.787456446,5.783972125,6.759581882,0,0.28,0.28,0,0.28,0.05,0.21,0.26,0.05,0.26,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,Andrew Robertson,3/11/1994,Left-Back,40000000
Union Berlin,Bundesliga,András Schäfer,HUN,2.406976744,209.1976744,9.6,2.197674419,0.941860465,0.73255814,1.255813953,0.209302326,0.627906977,1.465116279,42.9,0.837209302,1.255813953,0.209302326,1.046511628,0.418604651,2.61627907,1.151162791,0,1.046511628,1.05,0.837209302,0,0,0,0.209302326,0,0.209302326,0.21,0.104651163,0,0,0,0.104651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465116279,1.569767442,0.104651163,0.837209302,0.941860465,0,0,0,6.802325581,1.151162791,1.465116279,44,21.45348837,28.6744186,74.8,328.7093023,72.73255814,11.30232558,13.70930233,82.4,8.476744186,10.15116279,83.5,0.941860465,2.406976744,39.1,0,0.020930233,0.062790698,-0.020930233,0.313953488,2.302325581,0.418604651,0.104651163,2.720930233,28.6744186,27.31395349,1.360465116,0.209302326,0.104651163,0,0.837209302,0.104651163,0,0,0,0,21.45348837,0,1.465116279,40.91860465,1.569767442,9.418604651,19.77906977,13.08139535,1.465116279,40.91860465,3.348837209,0.941860465,28.1,1.465116279,43.8,21.24418605,121.0813953,54.73255814,1.569767442,1.255813953,0.418604651,2.197674419,1.360465116,22.18604651,1.88372093,0,0.73255814,0.104651163,14.3,0.73,0.1,0,0,2.459302326,0,0,0,0.041860465,0.041860465,0.06,-0.041860465,-0.041860465,9.6,0,0,0,0,0,0.020930233,0.062790698,1.569767442,2.720930233,1.88372093,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,https://fbref.com/en/players/049751d7/Andras-Schafer,András Schäfer,4/13/1999,Central Midfield,5000000
Nott'ham Forest,Premier League,André Ayew,GHA,9.113924051,566.4873418,3.5,1.424050633,0.85443038,0,1.139240506,0.284810127,0.569620253,1.139240506,50,0.569620253,1.708860759,0.284810127,1.424050633,0,1.424050633,1.993670886,0,0.85443038,0.86,0.569620253,0.284810127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284810127,0,0,0.85443038,2.278481013,0.284810127,0.284810127,0.85443038,0,0,0,2.563291139,3.987341772,6.265822785,38.9,15.09493671,20.79113924,72.6,195.3797468,41.58227848,10.82278481,13.10126582,82.6,3.702531646,5.981012658,61.9,0,0.284810127,0,0,0,0,0,0.284810127,0.85443038,0.284810127,0,3.132911392,20.79113924,19.36708861,1.424050633,0,0,0,0.284810127,0,0.284810127,0,0,0,15.09493671,0,0,30.18987342,3.132911392,4.272151899,13.9556962,11.96202532,2.278481013,29.90506329,1.708860759,0.284810127,16.7,1.139240506,66.7,11.39240506,77.1835443,29.05063291,0.85443038,0.85443038,0.569620253,0.85443038,1.139240506,17.65822785,4.556962025,0,0.85443038,0.284810127,33.3,0.85,0.28,0,0,5.496835443,0,0,0.284810127,0.284810127,0.085443038,0.09,-0.284810127,-0.085443038,3.5,0,0,0,0,0.284810127,0,0.085443038,0.85443038,3.132911392,4.556962025,0,0,0,0,0,0.3,0.01,0.31,0.07,0.08,https://fbref.com/en/players/5dbefa9d/Andre-Ayew,André Ayew,12/17/1989,Left Winger,1800000
Lille,Ligue 1,André Gomes,POR,1.602209945,110.1104972,18.1,2.044198895,1.049723757,0.662983425,0.939226519,0.44198895,1.049723757,2.872928177,36.5,1.82320442,1.104972376,0.276243094,0.828729282,0.497237569,2.541436464,0.883977901,0.055248619,2.209944751,2.21,1.988950276,0.055248619,0.055248619,0.110497238,0,0,0.276243094,0.28,0.220994475,0,0,0.055248619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331491713,0,0,2.70718232,0.939226519,0.055248619,0.607734807,1.049723757,0,0,0,7.845303867,0.994475138,0.662983425,60,65.13812155,73.70165746,88.4,1120.441989,327.3480663,30.16574586,32.87292818,91.8,26.90607735,28.45303867,94.6,6.077348066,8.729281768,69.6,0.110497238,0.066298343,0.08839779,0.044198895,0.773480663,8.011049724,0.994475138,0.055248619,8.839779006,73.70165746,72.09944751,1.38121547,0.994475138,0.165745856,0.718232044,0.607734807,0.276243094,0.110497238,0,0.110497238,0,65.13812155,0.220994475,1.215469613,83.97790055,2.044198895,14.4198895,55.80110497,14.91712707,0.939226519,83.97790055,2.320441989,1.602209945,69,0.552486188,23.8,69.28176796,328.3977901,126.5745856,1.436464088,1.933701657,0.220994475,1.657458564,1.436464088,64.75138122,1.82320442,0.165745856,0.994475138,0.276243094,27.8,0.99,0.28,0.17,0.6,1.171270718,0,0,0,0.060773481,0.060773481,0.06,0.104972376,0.104972376,18.1,0.165745856,0.276243094,0.165745856,0,0,0.066298343,0.127071823,1.436464088,8.839779006,1.82320442,0.17,0.11,0.28,0.17,0.28,0.06,0.07,0.13,0.06,0.13,https://fbref.com/en/players/1961b2aa/Andre-Gomes,André Gomes,7/30/1993,Central Midfield,14000000
Augsburg,Bundesliga,André Hahn,GER,7.135549872,458.056266,4.3,2.071611253,1.150895141,0.920716113,0.920716113,0.230179028,1.841432225,2.762148338,66.7,0.920716113,2.071611253,0.460358056,1.611253197,0.920716113,2.992327366,3.222506394,0,0.690537084,0.69,0.690537084,0,0,0,0,0,0.230179028,0.23,0.230179028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230179028,0,0,1.841432225,0.690537084,0.230179028,1.381074169,1.150895141,0,0,0,4.373401535,2.992327366,3.452685422,46.4,7.595907928,19.10485934,39.8,124.7570332,49.71867008,3.452685422,5.754475703,60,2.992327366,5.984654731,50,0.460358056,3.913043478,11.8,0,0,0,0,0.230179028,1.611253197,0.230179028,0,1.841432225,19.10485934,18.41432225,0.460358056,0,0,0.460358056,1.381074169,0.460358056,0,0,0,0,7.595907928,0.230179028,1.150895141,35.90792839,3.222506394,8.746803069,14.50127877,13.35038363,1.611253197,35.90792839,1.381074169,0.230179028,16.7,0.920716113,66.7,13.1202046,58.9258312,26.47058824,0.690537084,1.150895141,0,2.992327366,0.230179028,16.11253197,2.301790281,0.460358056,1.611253197,0.460358056,28.6,1.61,0.46,0.29,1,4.925831202,0,0,0,0.092071611,0.092071611,0.06,0.368286445,0.368286445,4.3,0.460358056,0.460358056,0.460358056,0,0,0,0.092071611,0.690537084,1.841432225,2.301790281,0.46,0,0.46,0.46,0.46,0.09,0.01,0.1,0.09,0.1,https://fbref.com/en/players/cd82452e/Andre-Hahn,André Hahn,8/13/1990,Right Winger,1200000
RB Leipzig,Bundesliga,André Silva,POR,1.346375144,103.3084005,19.3,0.621403913,0.310701956,0.103567319,0.258918297,0.258918297,0.155350978,0.414269275,37.5,0.258918297,0.569620253,0.051783659,0.517836594,0.155350978,0.776754891,0.155350978,0,3.262370541,3.26,2.382048331,0,0.207134638,0.362485616,0.310701956,0,0.517836594,0.52,0.362485616,0,0,0.155350978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155350978,0,0,1.6570771,2.278481013,0.517836594,0.207134638,0.310701956,0,0,0,2.48561565,1.035673188,1.812428078,36.4,18.07249712,24.70080552,73.2,221.4787112,44.63751438,12.47986191,15.06904488,82.8,3.883774453,5.385500575,72.1,0.466052934,0.724971231,64.3,0.155350978,0.150172612,0.150172612,0.005178366,1.346375144,0.82853855,0.673187572,0,1.915995397,24.70080552,22.9401611,1.708860759,0.051783659,0.258918297,0.103567319,0.207134638,0.207134638,0,0,0,0,18.07249712,0.051783659,1.294591484,37.12888377,0.414269275,2.019562716,14.55120829,21.17951669,6.214039125,37.12888377,3.158803222,1.087456847,34.4,1.501726122,47.5,24.75258918,123.5558113,50.95512083,1.812428078,1.087456847,1.191024166,3.36593786,2.226697353,28.79171461,7.353279632,0.207134638,3.107019563,1.139240506,36.7,3.11,1.14,0.07,0.18,0.699079402,0,0,0,0.476409666,0.476409666,0.15,-0.269275029,-0.269275029,19.3,0.207134638,0.362485616,0.207134638,0,0,0.150172612,0.621403913,1.812428078,1.915995397,7.353279632,0.21,0.16,0.36,0.21,0.36,0.47,0.15,0.62,0.47,0.62,https://fbref.com/en/players/3effaa34/Andre-Silva,André Silva,11/6/1995,Centre-Forward,15000000
Betis,La Liga,Andrés Guardado,MEX,2.294246176,130.182083,15.3,2.687545521,1.638747269,1.114348143,1.310997815,0.262199563,1.179898034,2.818645302,41.9,1.638747269,0.917698471,0.327749454,0.589949017,1.507647487,4.195193008,1.900946832,0,2.097596504,2.1,1.70429716,0.196649672,0,0.131099782,0.065549891,0,0.327749454,0.33,0.262199563,0,0,0.065549891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458849235,0,0,1.048798252,0.655498908,0,0.589949017,1.638747269,0,0,0,7.931536781,1.114348143,1.900946832,37,48.44136926,57.02840495,84.9,904.0640932,261.8718135,22.35251275,23.79461034,93.9,19.1405681,21.82811362,87.7,6.227239621,8.980335033,69.3,0.065549891,0.07210488,0.065549891,-0.006554989,0.786598689,4.588492353,0.327749454,0,4.719592134,57.02840495,52.83321194,4.129643117,2.949745084,0.196649672,0.917698471,0.589949017,0.721048798,0.458849235,0.065549891,0.327749454,0,48.44136926,0.065549891,0.917698471,66.99198835,2.228696286,18.15731974,39.98543336,9.898033503,0.393299345,66.99198835,0.655498908,0.327749454,50,0.262199563,40,38.67443554,183.9329934,89.14785142,0.917698471,1.048798252,0,1.179898034,0.393299345,43.197378,0.85214858,0.065549891,0.524399126,0.196649672,37.5,0.52,0.2,0.13,0.33,1.520757465,0.065549891,0,0,0.019664967,0.019664967,0.04,0.045884924,0.045884924,15.3,0.065549891,0.131099782,0.065549891,0,0,0.07210488,0.091769847,0.917698471,4.719592134,0.85214858,0.07,0.07,0.13,0.07,0.13,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/ef322658/Andres-Guardado,Andrés Guardado,9/28/1986,Central Midfield,1500000
Rayo Vallecano,La Liga,Andrés Martín,ESP,10.09756098,877.6097561,2.3,1.756097561,0.87804878,0.87804878,0.43902439,0.43902439,1.317073171,2.195121951,60,0.87804878,0.87804878,0,0.87804878,0.43902439,2.195121951,0.87804878,0,2.634146341,2.61,2.195121951,0,0.43902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43902439,0,0,2.195121951,1.317073171,0,4.829268293,0.87804878,0,0,0,7.024390244,2.195121951,0.87804878,71.4,17.12195122,33.80487805,50.6,273.5121951,75.95121951,9.219512195,14.48780488,63.6,5.268292683,8.341463415,63.2,1.756097561,6.146341463,28.6,0,0.219512195,0.087804878,-0.219512195,0.43902439,0.43902439,1.317073171,0.87804878,1.756097561,33.80487805,30.29268293,2.195121951,0,0,0.87804878,4.829268293,0.87804878,1.317073171,1.317073171,0,0,17.12195122,1.317073171,1.756097561,44.7804878,1.317073171,9.658536585,14.04878049,21.07317073,2.195121951,44.7804878,2.634146341,1.317073171,50,0.87804878,33.3,23.26829268,82.53658537,41.70731707,1.317073171,1.317073171,0.43902439,3.073170732,0.87804878,27.2195122,9.658536585,0,1.756097561,0.87804878,50,1.76,0.88,0,0,6.014634146,0,0,0,0.219512195,0.219512195,0.12,-0.219512195,-0.219512195,2.3,0,0,0,0,0,0.219512195,0.43902439,1.317073171,1.756097561,9.658536585,0,0,0,0,0,0.21,0.21,0.43,0.21,0.43,https://fbref.com/en/players/2ae30661/Andres-Martin,Andrés Martín,7/11/1999,Centre-Forward,1000000
Nice,Ligue 1,Andy Delort,ALG,3.457106274,229.4366197,8.7,0.230473752,0,0.115236876,0.115236876,0,0.115236876,0.230473752,50,0.115236876,0,0,0,0.115236876,0.345710627,0.806658131,0,2.419974392,2.42,2.18950064,0,0,0.230473752,0,0,0.230473752,0.23,0.230473752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921895006,1.037131882,0.806658131,1.728553137,0,0,0,0,1.38284251,3.226632522,2.880921895,52.8,16.01792574,26.50448143,60.4,243.0345711,64.3021767,8.988476312,13.02176697,69,4.724711908,8.412291933,56.2,1.38284251,2.880921895,48,0.115236876,0.161331626,0.103713188,-0.04609475,1.267605634,1.843790013,0.806658131,0.115236876,2.18950064,26.50448143,24.31498079,1.959026889,0.115236876,0.115236876,0.230473752,1.728553137,0,0,0,0,0,16.01792574,0.230473752,0.460947503,35.60819462,0.806658131,2.419974392,17.28553137,16.24839949,4.263764405,35.26248399,1.38284251,0.460947503,33.3,0.806658131,58.3,25.81306018,125.9539052,42.8681178,0.806658131,0.806658131,0.115236876,2.650448143,1.037131882,28.34827145,5.531370038,0.691421255,2.650448143,0.921895006,34.8,2.65,0.92,0.13,0.38,1.889884763,0.115236876,0.345710627,0.345710627,0.622279129,0.345710627,0.13,0.069142125,0,8.7,0.691421255,0.806658131,0.345710627,0.345710627,0.345710627,0.161331626,0.507042254,0.806658131,2.18950064,5.531370038,0.69,0.12,0.81,0.35,0.46,0.62,0.16,0.78,0.35,0.51,https://fbref.com/en/players/d33c706e/Andy-Delort,Andy Delort,10/9/1991,Centre-Forward,10000000
Lille,Ligue 1,Angel Gomes,ENG,0.671164773,63.92045455,31.3,1.310369318,0.607244318,0.383522727,0.671164773,0.255681818,0.575284091,1.566051136,36.7,0.990767045,0.703125,0.063920455,0.639204545,0.415482955,1.725852273,0.3515625,0.031960227,2.844460227,2.84,1.981534091,0.287642045,0.223721591,0.063920455,0.255681818,0.031960227,0.479403409,0.48,0.383522727,0.031960227,0.031960227,0,0.031960227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255681818,0,0,1.725852273,1.566051136,0,1.566051136,0.607244318,0.063920455,0,0,4.442471591,0.255681818,0.958806818,21.1,48.48366477,56.47372159,85.9,840.7776989,222.1875,21.82883523,24.03409091,90.8,19.6875,21.76491477,90.5,5.081676136,7.926136364,64.1,0.191761364,0.099076705,0.108664773,0.092684659,1.086647727,5.081676136,1.214488636,0.063920455,5.305397727,56.47372159,54.30042614,2.045454545,1.118607955,0.255681818,0.767045455,1.566051136,0.031960227,0.830965909,0.3515625,0.319602273,0,48.48366477,0.127840909,0.575284091,64.39985795,0.926846591,10.06747159,37.87286932,16.84303977,1.566051136,64.36789773,1.789772727,0.958806818,53.6,0.511363636,28.6,54.4921875,261.9140625,111.6370739,1.246448864,1.821732955,0.319602273,1.310369318,0.830965909,52.57457386,3.675426136,0.063920455,1.7578125,0.543323864,30.9,1.76,0.54,0.02,0.06,0.741477273,0.127840909,0.031960227,0.031960227,0.147017045,0.121448864,0.07,-0.083096591,-0.089488636,31.3,0.063920455,0.255681818,0.031960227,0.031960227,0.031960227,0.099076705,0.220525568,1.246448864,5.305397727,3.675426136,0.06,0.19,0.26,0.03,0.22,0.15,0.1,0.24,0.12,0.22,https://fbref.com/en/players/645a3363/Angel-Gomes,Angel Gomes,8/31/2000,Attacking Midfield,13000000
Hoffenheim,Bundesliga,Angeliño,ESP,0.859763088,68.67787543,29.1,1.37562094,0.825372564,0.653419947,0.619029423,0.103171571,0.790982041,1.27244937,62.2,0.481467329,1.100496752,0.206343141,0.894153611,0.859763088,2.235384028,2.304165075,0,3.026366068,3.03,2.097821934,0.68781047,0.034390524,0.068781047,0.103171571,0.034390524,0.343905235,0.34,0.275124188,0.034390524,0,0.034390524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068781047,0,0,0.412686282,0.997325182,0.240733665,6.155903707,0.825372564,0,0,0,5.089797478,0.515857853,0.928544135,35.7,34.80320978,53.09896828,65.5,663.633932,274.8146733,14.58158196,17.22965227,84.6,14.89109668,21.18456248,70.3,4.917844861,11.65838747,42.2,0.275124188,0.247611769,0.264807031,0.027512419,1.719526175,2.820022927,1.788307222,0.997325182,3.714176538,53.09896828,39.89300726,12.5869316,1.444401987,0.034390524,0.550248376,6.155903707,9.491784486,1.650745128,0.619029423,0.790982041,0,34.80320978,0.619029423,1.37562094,61.83416125,2.682460833,17.40160489,26.51509362,18.33014903,1.100496752,61.83416125,0.962934658,0.447076806,46.4,0.378295759,39.3,28.13144822,107.7799006,50.17577379,0.825372564,0.894153611,0.137562094,0.928544135,0.515857853,33.2212457,4.12686282,0,0.722200994,0.137562094,19,0.72,0.14,0,0,0.705005732,0.137562094,0,0,0.037829576,0.037829576,0.05,-0.037829576,-0.037829576,29.1,0,0.275124188,0,0,0,0.247611769,0.285441345,0.825372564,3.714176538,4.12686282,0,0.28,0.28,0,0.28,0.04,0.25,0.28,0.04,0.28,https://fbref.com/en/players/30941e96/Angelino,Angeliño,1/4/1997,Left-Back,12000000
